study,study_id,cohort,measure,units,timepoint,timepoint_median,timepoint_range,timepoint_iqr,timepoint_sd,n_timepoints,inj_med,inj_iqr,inj_range,noninj_med,noninj_iqr,noninj_range,lsi_med,lsi_iqr,lsi_range,notes,graft_group,timepoint_mean,acl_n,female,inj_mean,inj_sd,noninj_mean,noninj_sd,lsi_mean,lsi_sd,group,graft,group_indep,group_indep_notes,timepoint_combo,combination_notes,ri,yi,vi,sei,zi,pval,ci.lb,ci.ub
Czamara 2018,#2096,Czamara 2018,quad isk con 60,nm/kg,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,3.9100000000000006,30,0,1.9,0.39,NA,NA,NA,NA,ACLR,HS,NA,NA,NA,NA,0.85,NA,NA,NA,NA,NA,NA,NA
Czamara 2018,#2096,Czamara 2018,hs isk con 60,nm/kg,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,3.9100000000000006,30,0,1.32,0.25,NA,NA,NA,NA,ACLR,HS,NA,NA,NA,NA,0.85,NA,NA,NA,NA,NA,NA,NA
Czamara 2018,#2096,Czamara 2018,quad isk con 180,nm/kg,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,3.9100000000000006,30,0,1.35,0.32,NA,NA,NA,NA,ACLR,HS,NA,NA,NA,NA,0.85,NA,NA,NA,NA,NA,NA,NA
Czamara 2018,#2096,Czamara 2018,hs isk con 180,nm/kg,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,3.9100000000000006,30,0,0.91,0.20999999999999996,NA,NA,NA,NA,ACLR,HS,NA,NA,NA,NA,0.85,NA,NA,NA,NA,NA,NA,NA
Ebert 2018,#1368,Ebert 2018,single hop,m,1,NA,NA,NA,1.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,12.5,111,38,1.55,0.46,1.78,0.34,0.862,0.152,Group 1,HS,NA,NA,NA,NA,0.85,-0.1383584333728385,2.539816653302836e-4,0.015936802230381214,-8.681693565166928,3.899187771716226e-18,-0.1695939917731233,-0.10712287497255374
Ebert 2018,#1368,Ebert 2018,6m timed hop,secs,1,NA,NA,NA,1.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,12.5,111,38,2.94,1.76,2.32,0.68,0.8640000000000002,0.152,Group 1,HS,NA,NA,NA,NA,0.85,0.23684239567237178,0.00131523638299204,0.03626618787509986,6.530666980716391,6.547744163883321e-11,0.16576197358061287,0.30792281776413066
Ebert 2018,#1368,Ebert 2018,triple hop,m,1,NA,NA,NA,1.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,12.5,111,38,4.4,1.43,5,1.14,0.868,0.163,Group 1,HS,NA,NA,NA,NA,0.85,-0.12783337150988477,2.850360360360357e-4,0.016883010277673697,-7.571716738153812,3.683239134466429e-14,-0.1609234636047448,-0.09474327941502475
Ebert 2018,#1368,Ebert 2018,triple crossover hop,m,1,NA,NA,NA,1.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,12.5,111,38,3.93,1.38,4.47,1.15,0.863,0.15899999999999997,Group 1,HS,NA,NA,NA,NA,0.85,-0.12874898274430752,3.2355126876023395e-4,0.017987530924510844,-7.157679577293554,8.205406722252327e-13,-0.16400389552714922,-0.09349406996146581
Ebert 2018,#1368,Ebert 2018,quad isk con 90,nm,1,NA,NA,NA,1.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,12.5,111,38,159.1,67.3,197.19999999999996,67.1,0.7979999999999999,0.19399999999999998,Group 1,HS,NA,NA,NA,NA,0.85,-0.21468550682479365,4.506841114248119e-4,0.021229321972800072,-10.11268787104261,4.853411715975264e-24,-0.2562942133076866,-0.1730768003419007
Ebert 2018,#1368,Ebert 2018,hs isk con 90,nm,1,NA,NA,NA,1.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,12.5,111,38,113.09999999999998,43.5,124.09999999999998,44.4,0.9140000000000001,0.16899999999999998,Group 1,HS,NA,NA,NA,NA,0.85,-0.09281530908848677,3.7839817950284646e-4,0.019452459471821202,-4.7713919786307155,1.829570933544497e-6,-0.13094142906398137,-0.05468918911299218
Edwards 2018,#1353,Edwards 2018,single hop,lsi,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,12.272566371681416,113,38,NA,NA,NA,NA,0.8799557522123894,0.14881474517599122,RTS + No RTS,HS,NA,NA,NA,NA,0.85,-0.12788365435087595,2.530998089770747e-4,0.015909110879526695,-8.038391040158528,9.102574893301064e-16,-0.15906493870080263,-0.09670237000094929
Edwards 2018,#1353,Edwards 2018,6m timed hop,lsi,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,12.272566371681416,113,38,NA,NA,NA,NA,0.8833982300884955,0.14931376000024535,RTS + No RTS,HS,NA,NA,NA,NA,0.85,-0.12397918334391012,2.528181044554657e-4,0.01590025485504763,-7.797307934630506,6.324178630486817e-15,-0.1551431102048116,-0.09281525648300863
Edwards 2018,#1353,Edwards 2018,triple hop,lsi,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,12.272566371681416,113,38,NA,NA,NA,NA,0.8854070796460178,0.15670149837282424,RTS + No RTS,HS,NA,NA,NA,NA,0.85,-0.12170776273004895,2.771927546852426e-4,0.016649106723342324,-7.310167731666507,2.668091223130279e-13,-0.15433941228256357,-0.08907611317753433
Edwards 2018,#1353,Edwards 2018,triple crossover hop,lsi,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,12.272566371681416,113,38,NA,NA,NA,NA,0.876141592920354,0.16367917591918282,RTS + No RTS,HS,NA,NA,NA,NA,0.85,-0.13222756535356786,3.088586864729549e-4,0.017574375848745095,-7.523884005417446,5.3172522255789445e-14,-0.1666727090678788,-0.09778242163925693
Edwards 2018,#1353,Edwards 2018,quad isk con 90,lsi,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,12.272566371681416,113,38,NA,NA,NA,NA,0.8222212389380532,0.19562618025720063,RTS + No RTS,HS,NA,NA,NA,NA,0.85,-0.1957457730129619,5.009543185522866e-4,0.022382008814051668,-8.745674914133291,2.216865180524129e-18,-0.2396137041901612,-0.15187784183576258
Edwards 2018,#1353,Edwards 2018,hs isk con 90,lsi,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,12.272566371681416,113,38,NA,NA,NA,NA,0.9158141592920355,0.15908005894789976,RTS + No RTS,HS,NA,NA,NA,NA,0.85,-0.08794181776047703,2.670166453515207e-4,0.01634064396991504,-5.381784091397365,7.375119337748366e-8,-0.11996889142570212,-0.05591474409525195
Fischer 2018,#1282,Fischer 2018,quad isk con 60,nm,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quad,5.498387096774193,124,43,134.26451612903227,41.57101709563517,NA,NA,0.7639516129032258,0.1456725839157611,Quadriceps + Hamstrings,mixed,NA,NA,NA,NA,0.85,-0.2692508257175938,2.932258527939918e-4,0.017123838728334013,-15.723742204607257,1.0399554543617779e-55,-0.3028129329022006,-0.23568871853298695
Fischer 2018,#1282,Fischer 2018,quad isk con 60,nm,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quad,7.64758064516129,124,43,159.1927419354839,43.93183406657622,NA,NA,0.8619112903225807,0.13247205639360626,Quadriceps + Hamstrings,mixed,NA,NA,NA,NA,0.85,-0.1486029250729145,1.9050296154714272e-4,0.01380228102695865,-10.766548281596563,4.952205847575531e-27,-0.17565489879025398,-0.12155095135557505
Fischer 2018,#1282,Fischer 2018,hs isk con 60,nm,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quad,5.498387096774193,124,43,95.96612903225805,25.68861342483343,NA,NA,0.8989112903225807,0.14438284766813736,Quadriceps + Hamstrings,mixed,NA,NA,NA,NA,0.85,-0.10657092532749458,2.0805389504547592e-4,0.014424073455354972,-7.388407002872678,1.4859829863289006e-13,-0.13484158981035055,-0.07830026084463863
Fischer 2018,#1282,Fischer 2018,hs isk con 60,nm,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quad,7.64758064516129,124,43,105.39838709677419,27.56930065926243,NA,NA,0.9398629032258065,0.13450126693738956,Quadriceps + Hamstrings,mixed,NA,NA,NA,NA,0.85,-0.06202126198700841,1.6515892556565837e-4,0.012851417259028608,-4.826025078552027,1.3928497710677767e-6,-0.08720957696500094,-0.036832947009015876
Gupta 2018,#1140,Gupta 2018,single hop,lsi,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quad,61.816867469879526,249,22,NA,NA,NA,NA,0.8985943775100401,0.1447112847438077,BPTB + STGPI + STGF,mixed,NA,NA,NA,NA,0.85,-0.10692353930974291,1.0415450458337544e-4,0.010205611426238775,-10.476936152481853,1.10257965103623e-25,-0.12692617014538135,-0.08692090847410446
Harput 2018,#1006,Harput 2018,quad isk con 90,nm/kg,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,6,72,0,2.71,0.9899999999999999,3.04,0.74,0.898,0.222,Group 1,HS,NA,NA,NA,NA,0.85,-0.11490888052652078,5.768793924168679e-4,0.02401831368803538,-4.78421932609541,1.7165317142201503e-6,-0.16198391032445553,-0.06783385072858603
Harput 2018,#1006,Harput 2018,quad isk ecc 90,nm/kg,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,6,72,0,2.95,1.05,3.56,0.79,0.821,0.198,Group 1,HS,NA,NA,NA,NA,0.85,-0.18795537451221053,5.785751035849245e-4,0.024053588164449073,-7.814026465706535,5.538945696907609e-15,-0.23509954101348962,-0.14081120801093144
Harput 2018,#1006,Harput 2018,hs isk con 90,nm/kg,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,6,72,0,1.9099999999999997,0.36,2.03,0.39,0.953,0.146,Group 1,HS,NA,NA,NA,NA,0.85,-0.0609325509951575,1.5106186210635275e-4,0.01229072260309998,-4.95760525746379,7.136737947339464e-7,-0.08502192464120584,-0.03684317734910916
Harput 2018,#1006,Harput 2018,hs isk ecc 90,nm/kg,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,6,72,0,2.14,0.39,2.45,0.44,0.878,0.095,Group 1,HS,NA,NA,NA,NA,0.85,-0.13528219552287546,1.3646992561373156e-4,0.011682034309730971,-11.580362797786622,5.182625408467226e-31,-0.1581785620361094,-0.11238582900964153
Harput 2018,#1006,Harput 2018,hip abd isk con 90,nm/kg,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,6,72,0,1.56,0.36,1.52,0.38,1.0490000000000002,0.19699999999999998,Group 1,HS,NA,NA,NA,NA,0.85,0.025975486403260736,2.4552103879026945e-4,0.015669110976385018,1.6577511284723492,0.09736770929788595,-0.004735406780215137,0.05668637958673661
Harput 2018,#1006,Harput 2018,hip abd isk ecc 90,nm/kg,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,6,72,0,1.8299999999999998,0.49,1.7999999999999998,0.43,1.022,0.16899999999999998,Group 1,HS,NA,NA,NA,NA,0.85,0.016529301951210506,2.780965437702231e-4,0.016676226904495606,0.9911895565989516,0.3215930290801131,-0.01615550217961875,0.04921410608203976
Harput 2018,#1006,Harput 2018,single hop,cm,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,6,72,0,149.53,29.6,163.32,26.25,0.9,0.126,Group 1,HS,NA,NA,NA,NA,0.85,-0.0882144248556227,1.5181609198045335e-4,0.012321367293464364,-7.159467188549307,8.099122660076695e-13,-0.11236386099110261,-0.06406498872014278
Harput 2018,#1006,Harput 2018,sebt anterior,cm,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,6,72,0,69.86,6.41,70.67,5.72,0.9890000000000001,0.049,Group 1,HS,NA,NA,NA,NA,0.85,-0.011527915324077018,3.256880309376867e-5,0.005706908365636219,-2.0199930655083964,0.04338410683540549,-0.02271325018379435,-3.4258046435968817e-4
Harput 2018,#1006,Harput 2018,sebt posteromedial,cm,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,6,72,0,88.72,10.38,89.74,10.78,0.991,0.055999999999999994,Group 1,HS,NA,NA,NA,NA,0.85,-0.011431257505725661,5.8695340118551534e-5,0.007661288411132395,-1.4920802993286657,0.13567809581265255,-0.02644710686671925,0.0035845918552679257
Johnson 2018,#369,Johnson 2018,quad mvic 90,nm/kg,1,NA,NA,NA,1.36,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quad,7.52,67,24,2.34,0.68,3.24,0.72,0.7197,0.16469999999999999,ACLR,BPTB,NA,NA,NA,NA,0.85,-0.3254224004346281,3.5893292686250944e-4,0.018945525246413977,-17.17674206452652,3.9656644946903523e-66,-0.3625549475857938,-0.2882898532834624
Johnson 2018,#369,Johnson 2018,quad isk con 90,nm/kg,1,NA,NA,NA,1.36,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quad,7.52,67,24,1.43,0.5,2.05,0.57,0.7093,0.2254,ACLR,BPTB,NA,NA,NA,NA,0.85,-0.3601653488785008,5.118319507725821e-4,0.022623703294831776,-15.919822859451045,4.6168213346308493e-57,-0.40450699253329125,-0.3158237052237104
Kline 2018,#6462,Kline 2018,hip ext hhd prone,n/kg,1,NA,6-14,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,8.3,20,11,2.9,1.1,NA,NA,NA,NA,ACLR,mixed,NA,NA,NA,NA,0.85,NA,NA,NA,NA,NA,NA,NA
Kline 2018,#6462,Kline 2018,hip er hhd seated,n/kg,1,NA,6-14,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,8.3,20,11,1.4,0.4,NA,NA,NA,NA,ACLR,mixed,NA,NA,NA,NA,0.85,NA,NA,NA,NA,NA,NA,NA
Kline 2018,#6462,Kline 2018,hip abd hhd sidely,n/kg,1,NA,6-14,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,8.3,20,11,4.1,0.7,NA,NA,NA,NA,ACLR,mixed,NA,NA,NA,NA,0.85,NA,NA,NA,NA,NA,NA,NA
Kline 2018,#6462,Kline 2018,quad mvic 90 hhd,n/kg,1,NA,6-14,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,8.3,20,11,4.4,1.5,NA,NA,NA,NA,ACLR,mixed,NA,NA,NA,NA,0.85,NA,NA,NA,NA,NA,NA,NA
Kline 2018,#6462,Kline 2018,single hop,cm/leg length,1,NA,6-14,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,8.3,20,11,146,37,NA,NA,NA,NA,ACLR,mixed,NA,NA,NA,NA,0.85,NA,NA,NA,NA,NA,NA,NA
Kline 2018,#6462,Kline 2018,6m timed hop,sec/leg length,1,NA,6-14,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,8.3,20,11,3.3,2,NA,NA,NA,NA,ACLR,mixed,NA,NA,NA,NA,0.85,NA,NA,NA,NA,NA,NA,NA
Kline 2018,#6462,Kline 2018,triple hop,cm/leg length,1,NA,6-14,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,8.3,20,11,417,106,NA,NA,NA,NA,ACLR,mixed,NA,NA,NA,NA,0.85,NA,NA,NA,NA,NA,NA,NA
Kline 2018,#6462,Kline 2018,triple crossover hop,cm/leg length,1,NA,6-14,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,8.3,20,11,364,107,NA,NA,NA,NA,ACLR,mixed,NA,NA,NA,NA,0.85,NA,NA,NA,NA,NA,NA,NA
Kovalak 2018,#6805,Kovalak 2018,single hop,cm,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,99,43,0,135.21,31.66,145.36,42.1,NA,NA,Group A ACLR,HS,NA,NA,NA,NA,0.85,-0.0723842987172492,5.447027425371834e-4,0.023338867636138294,-3.1014486154918735,0.0019257629202400462,-0.11812763872402772,-0.02664095871047069
Kovalak 2018,#6805,Kovalak 2018,quad isk con 60,nm,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,99,43,0,111,24.62,NA,NA,0.8776999999999999,0.0817,Group A ACLR,HS,NA,NA,NA,NA,0.85,-0.13045042938406523,2.01503902169862e-4,0.014195207013984051,-9.189751812393808,3.9374877787714606e-20,-0.15827252388456434,-0.10262833488356612
Kovalak 2018,#6805,Kovalak 2018,hs isk con 60,nm,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,99,43,0,78.54,12.61,NA,NA,0.8865000000000001,0.0759,Group A ACLR,HS,NA,NA,NA,NA,0.85,-0.12047415346787439,1.7047378991114166e-4,0.013056561182453122,-9.22709676647333,2.780663728121614e-20,-0.1460645431474262,-0.09488376378832258
Kwak 2018,#6211,Kwak 2018,quad isk con 60,lsi,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quad,6,90,14,NA,NA,NA,NA,0.5545,0.1806407851467297,Allograft + Autograft,mixed,NA,NA,NA,NA,0.85,-0.5896884721917154,0.0011791960453780836,0.034339424068817515,-17.172346018673966,4.2777525660019674e-66,-0.6569925066164456,-0.5223844377669852
Kwak 2018,#6211,Kwak 2018,quad isk con 60,lsi,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quad,12,90,14,NA,NA,NA,NA,0.6051,0.20167324835268455,Allograft + Autograft,mixed,NA,NA,NA,NA,0.85,-0.5023615453538613,0.0012342404393119197,0.035131758272422396,-14.299356765989232,2.208412997557579e-46,-0.5712185262813764,-0.43350456442634633
Kwak 2018,#6211,Kwak 2018,quad isk con 60,lsi,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quad,24,90,14,NA,NA,NA,NA,0.77055,0.22674420436580764,Allograft + Autograft,mixed,NA,NA,NA,NA,0.85,-0.26065073340075057,9.621177598432241e-4,0.031018023145313826,-8.403202621251813,4.344641040773048e-17,-0.32144494163719545,-0.19985652516430566
Kwak 2018,#6211,Kwak 2018,quad isk con 180,lsi,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quad,6,90,14,NA,NA,NA,NA,0.56985,0.1516612911958454,Allograft + Autograft,mixed,NA,NA,NA,NA,0.85,-0.5623821106803928,7.870202077381823e-4,0.02805388043993526,-20.046499873145198,2.1655527736583354e-89,-0.6173667059692586,-0.507397515391527
Kwak 2018,#6211,Kwak 2018,quad isk con 180,lsi,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quad,12,90,14,NA,NA,NA,NA,0.6483,0.2547436446594537,Allograft + Autograft,mixed,NA,NA,NA,NA,0.85,-0.4334017268011871,0.001715584696037989,0.04141961728502557,-10.463682554543418,1.2682849610667323e-25,-0.5145826849332699,-0.3522207686691043
Kwak 2018,#6211,Kwak 2018,quad isk con 180,lsi,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quad,24,90,14,NA,NA,NA,NA,0.85905,0.2265648689260113,Allograft + Autograft,mixed,NA,NA,NA,NA,0.85,-0.15192815147416108,7.728687448593217e-4,0.02780051698906554,-5.464939789929708,4.630639529933786e-8,-0.20641616352432343,-0.09744013942399873
Labanca 2018,#6192,Labanca 2018,quad mvic 30,lsi,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,data extracted graphically,quad,1.97,50,0,NA,NA,NA,NA,0.639244,0.22024567651713348,NMES+STSTS + STSTS + NAT,BPTB,NA,NA,NA,NA,0.85,-0.4474690508541076,0.0023741680627887636,0.04872543548075033,-9.183479766556145,4.173809701375433e-20,-0.5429691495274084,-0.35196895218080687
Labanca 2018,#6192,Labanca 2018,quad mvic 30,lsi,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,data extracted graphically,quad,5.92,50,0,NA,NA,NA,NA,0.888294,0.15366117830593173,NMES+STSTS + STSTS + NAT,BPTB,NA,NA,NA,NA,0.85,-0.11845250970413289,5.98473405846316e-4,0.02446371610868463,-4.8419671475047155,1.285600227271937e-6,-0.1664005122051671,-0.07050450720309866
Labanca 2018,#6192,Labanca 2018,quad mvic 90,lsi,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,data extracted graphically,quad,1.97,50,0,NA,NA,NA,NA,0.5018819999999999,0.1785456755029825,NMES+STSTS + STSTS + NAT,BPTB,NA,NA,NA,NA,0.85,-0.6893902466822398,0.002531193969873418,0.05031097265878903,-13.702582364243108,9.797671982961087e-43,-0.7879979411206457,-0.5907825522438339
Labanca 2018,#6192,Labanca 2018,quad mvic 90,lsi,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,data extracted graphically,quad,5.92,50,0,NA,NA,NA,NA,0.791474,0.1794816036391974,NMES+STSTS + STSTS + NAT,BPTB,NA,NA,NA,NA,0.85,-0.2338582492214576,0.001028481709210413,0.03206995025269626,-7.292130089967824,3.050923476667551e-13,-0.29671419670273347,-0.17100230174018172
Labanca 2018,#6192,Labanca 2018,hs mvic 90,lsi,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quad,1.97,50,0,NA,NA,NA,NA,0.81694,0.14341262148081665,NMES+STSTS + STSTS + NAT,BPTB,NA,NA,NA,NA,0.85,-0.20218962623142456,6.163457739690616e-4,0.02482631212985653,-8.144166768461272,3.8190256477842597e-16,-0.2508483038748932,-0.15353094858795588
Labanca 2018,#6192,Labanca 2018,hs mvic 90,lsi,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quad,5.92,50,0,NA,NA,NA,NA,0.97816,0.1456812091310254,NMES+STSTS + STSTS + NAT,BPTB,NA,NA,NA,NA,0.85,-0.022082023146202393,4.4362628673142747e-4,0.021062437815491053,-1.0484077550586977,0.29445078208212505,-0.06336364269117935,0.019199596398774558
Lee 2018a,#6116,Lee 2018a,vertical hop,cm,1,NA,NA,NA,9.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,40.2,75,NA,20.3,7.5,NA,NA,0.894,0.149,Group 1,HS,NA,NA,NA,NA,0.85,-0.11204950380862289,3.7037037037037035e-4,0.019245008972987525,-5.822263006782518,5.805609173206719e-9,-0.14976902827782862,-0.07432997933941717
Lee 2018a,#6116,Lee 2018a,single hop,cm,1,NA,NA,NA,9.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,40.2,75,NA,146.4,25.7,NA,NA,0.907,0.11699999999999999,Group 1,HS,NA,NA,NA,NA,0.85,-0.09761282886700041,2.2186862197607965e-4,0.01489525501547656,-6.553283496360292,5.628551525663268e-11,-0.12680699223787406,-0.06841866549612675
Lee 2018b,#6115,Lee 2018b,single hop,cm,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,0.1,92,7,109.77173913043478,36.53661816960977,NA,NA,0.6855108695652175,0.20363706643342017,PFOA + No PFOA,HS,NA,NA,NA,NA,0.85,-0.3775909237010776,9.591734431894813e-4,0.03097052539414663,-12.19194440183574,3.4313517497775535e-34,-0.4382920380558882,-0.31688980934626704
Lee 2018b,#6115,Lee 2018b,single hop,cm,2,NA,NA,NA,5.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,38.9,92,7,133.51521739130436,43.94768351990135,NA,NA,0.898217391304348,0.1758930635474547,PFOA + No PFOA,HS,NA,NA,NA,NA,0.85,-0.10734315611965783,4.1681820561608314e-4,0.020416126116775513,-5.257763177288377,1.4581813102643258e-7,-0.14735802801236542,-0.06732828422695025
Lee 2018b,#6115,Lee 2018b,quad isk con 60,lsi,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,0.1,92,7,NA,NA,NA,NA,0.662554347826087,0.20590034739604438,PFOA + No PFOA,HS,NA,NA,NA,NA,0.85,-0.41165269003193067,0.0010497437917237479,0.03239974987131456,-12.705428025430265,5.516676188230659e-37,-0.47515503288781347,-0.34815034717604787
Lee 2018b,#6115,Lee 2018b,quad isk con 60,lsi,2,NA,NA,NA,5.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,38.9,92,7,NA,NA,NA,NA,0.8532391304347826,0.16276838324395476,PFOA + No PFOA,HS,NA,NA,NA,NA,0.85,-0.15871543029224622,3.9555851994114375e-4,0.019888653044918447,-7.980200063513,1.46096296275546e-15,-0.19769647396129925,-0.11973438662319319
Lee 2018b,#6115,Lee 2018b,quad isk con 180,lsi,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,0.1,92,7,NA,NA,NA,NA,0.734108695652174,0.19023700986809772,PFOA + No PFOA,HS,NA,NA,NA,NA,0.85,-0.3090981746117943,7.299304111798445e-4,0.027017224342627138,-11.440782024528941,2.6151755169587043e-30,-0.3620509612855823,-0.2561453879380063
Lee 2018b,#6115,Lee 2018b,quad isk con 180,lsi,2,NA,NA,NA,5.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,38.9,92,7,NA,NA,NA,NA,0.9002608695652173,0.13693793168184437,PFOA + No PFOA,HS,NA,NA,NA,NA,0.85,-0.1050707025852284,2.5149129273887514e-4,0.01585847699934881,-6.625522904219799,3.460210732027162e-11,-0.13615274635360888,-0.07398865881684791
Lee 2018b,#6115,Lee 2018b,hs isk con 60,lsi,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,0.1,92,7,NA,NA,NA,NA,0.7697717391304347,0.22656498974281525,PFOA + No PFOA,HS,NA,NA,NA,NA,0.85,-0.26166125076997376,9.41616042120677e-4,0.030685762857075544,-8.527122235438894,1.5003330914541927e-17,-0.32180424080797876,-0.2015182607319688
Lee 2018b,#6115,Lee 2018b,hs isk con 60,lsi,2,NA,NA,NA,5.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,38.9,92,7,NA,NA,NA,NA,0.9303369565217391,0.16381846540673575,PFOA + No PFOA,HS,NA,NA,NA,NA,0.85,-0.07220843961587672,3.370212872107628e-4,0.01835813953566,-3.9333201207897197,8.37805408912525e-5,-0.1081897319289312,-0.036227147302822255
Lee 2018b,#6115,Lee 2018b,hs isk con 180,lsi,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,0.1,92,7,NA,NA,NA,NA,0.8282934782608697,0.18272879910658194,PFOA + No PFOA,HS,NA,NA,NA,NA,0.85,-0.18838774505268055,5.290024568282122e-4,0.02300005340924695,-8.190752503945973,2.595979274105501e-16,-0.23346702137730224,-0.14330846872805886
