study,study_id,cohort,measure,units,timepoint,timepoint_median,timepoint_range,timepoint_iqr,timepoint_sd,n_timepoints,inj_med,inj_iqr,inj_range,noninj_med,noninj_iqr,noninj_range,lsi_med,lsi_iqr,lsi_range,notes,graft_group,es_id,timepoint_mean,acl_n,female,inj_mean,inj_sd,noninj_mean,noninj_sd,lsi_mean,lsi_sd,group,graft,group_indep,group_indep_notes,timepoint_combo,combination_notes,ri,yi,vi,sei,zi,pval,ci.lb,ci.ub
Karimi-Mobarakeh 2015,#6729,Karimi-Mobarakeh 2015,hs mvic 90 hhd,lsi,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,1133,12,119,21,NA,NA,NA,NA,0.6691596638655462,0.08913192309795796,ST/G + ST,mixed,NA,NA,NA,NA,0.85,-0.401732586842176,1.4909397160247642e-4,0.012210404235834145,-32.900842517826106,2.1377129371140725e-237,-0.4256645393810862,-0.37780063430326577
Kim 2015a,#6585,Kim 2015a,quad isk con 60,lsi,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,1135,0.1,80,0,NA,NA,NA,NA,0.7685,0.14697657610670697,PEG + NPEG,not stated,NA,NA,NA,NA,0.85,-0.26331471600348655,4.5721294861324863e-4,0.02138253840434406,-12.314474129507081,7.570704056256238e-35,-0.30522372117404545,-0.22140571083292765
Kim 2015a,#6585,Kim 2015a,quad isk con 60,lsi,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,1136,3,80,0,NA,NA,NA,NA,0.675,0.10616508520439145,PEG + NPEG,not stated,NA,NA,NA,NA,0.85,-0.3930425881096072,3.092188015488531e-4,0.01758461832252418,-22.351499526501406,1.1675624495185024e-110,-0.4275078067036377,-0.35857736951557667
Kim 2015a,#6585,Kim 2015a,quad isk con 180,lsi,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,1137,0.1,80,0,NA,NA,NA,NA,0.8295,0.1120636686120208,PEG + NPEG,not stated,NA,NA,NA,NA,0.85,-0.18693216935163784,2.2814287172684796e-4,0.015104399085261485,-12.376008359977844,3.524399450328506e-35,-0.2165362475668701,-0.15732809113640558
Kim 2015a,#6585,Kim 2015a,quad isk con 180,lsi,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,1138,3,80,0,NA,NA,NA,NA,0.7440000000000001,0.11122926488603892,PEG + NPEG,not stated,NA,NA,NA,NA,0.85,-0.29571424414904507,2.793844792183482e-4,0.016714798210518373,-17.691762737701286,4.85331436418407e-70,-0.3284746466505156,-0.2629538416475745
Kim 2015a,#6585,Kim 2015a,single hop,lsi,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,1139,0.1,80,0,NA,NA,NA,NA,0.758,0.09590277249460467,PEG + NPEG,not stated,NA,NA,NA,NA,0.85,-0.2770718933397654,2.000939358398695e-4,0.014145456367324085,-19.587342122082376,1.982745742272093e-85,-0.3047964783646034,-0.2493473083149274
Kim 2015a,#6585,Kim 2015a,single hop,lsi,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,1140,3,80,0,NA,NA,NA,NA,0.8290000000000001,0.08852289984782669,PEG + NPEG,not stated,NA,NA,NA,NA,0.85,-0.18753512384684198,1.4253194653455543e-4,0.011938674404411716,-15.708203230464335,1.3289230302021763e-55,-0.2109344957026391,-0.16413575199104485
Kim 2015b,#6581,Kim 2015b,quad isk con 60,lsi,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,1147,12,70,35,NA,NA,NA,NA,0.8065000000000001,0.1281630245802791,Female + Male,not stated,NA,NA,NA,NA,0.85,-0.21505138141687336,3.607602776542799e-4,0.01899369046958173,-11.322253658986215,1.0182017814110867e-29,-0.2522783306707552,-0.17782443216299149
Kim 2015b,#6581,Kim 2015b,quad isk con 180,lsi,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,1148,12,70,35,NA,NA,NA,NA,0.8340000000000001,0.11138586801835723,Female + Male,not stated,NA,NA,NA,NA,0.85,-0.1815218766233902,2.548179666791314e-4,0.015963018720753647,-11.371400347190734,5.8048729224051936e-30,-0.212808818400606,-0.1502349348461744
Kim 2015b,#6581,Kim 2015b,hs isk con 60,lsi,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,1149,12,70,35,NA,NA,NA,NA,0.8775,0.0802060299876313,Female + Male,not stated,NA,NA,NA,NA,0.85,-0.13067832364211623,1.1934981504327884e-4,0.010924734094854612,-11.96169375908781,5.6399639572859756e-33,-0.15209040900870807,-0.10926623827552441
Kim 2015b,#6581,Kim 2015b,hs isk con 180,lsi,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,1150,12,70,35,NA,NA,NA,NA,0.8895000000000001,0.07880056462683022,Female + Male,not stated,NA,NA,NA,NA,0.85,-0.11709577187624715,1.1211628885725101e-4,0.010588497950948992,-11.058770792485488,1.988032791425177e-28,-0.13784884651048332,-0.09634269724201097
Koga 2015a,#6420,Koga 2015a,quad isk con 60,lsi,1,NA,36-140,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,1155,69,48,30,NA,NA,NA,NA,0.9504375,0.12669999853062183,SB + DB,HS,NA,NA,NA,NA,0.85,-0.05083287408145919,3.7022424466440934e-4,0.019241212141245398,-2.6418748313934968,0.008244851966059275,-0.08854495689719498,-0.013120791265723394
Koga 2015a,#6420,Koga 2015a,hs isk con 60,lsi,1,NA,36-140,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,1156,69,48,30,NA,NA,NA,NA,0.90875,0.13265416563219742,SB + DB,HS,NA,NA,NA,NA,0.85,-0.09568525013440798,4.439271426815298e-4,0.021069578607118125,-4.541393632907389,5.588357904421034e-6,-0.1369808653737951,-0.05438963489502087
Koga 2015b,#6421,Koga 2015b,quad isk con 60,lsi,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,1159,24,75,29,NA,NA,NA,NA,0.9556933333333335,0.15462268577073338,P0 + P20 + P45,HS,NA,NA,NA,NA,0.85,-0.04531819842405445,3.4901817948849187e-4,0.01868202824878744,-2.4257643667247875,0.015276185124540272,-0.08193430094983772,-0.00870209589827118
Koga 2015b,#6421,Koga 2015b,hs isk con 60,lsi,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,1160,24,75,29,NA,NA,NA,NA,0.9412533333333333,0.21546026117162334,P0 + P20 + P45,HS,NA,NA,NA,NA,0.85,-0.06054295848430891,6.986506156178405e-4,0.026431999841439173,-2.2905175108767883,0.021991334665235677,-0.1123487262128981,-0.008737190755719722
Krolikowska 2015,#6330,Krolikowska 2015,knee ir mvic 0,nm/kg,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,1165,5.52,40,0,0.42000000000000004,0.08404821571040377,NA,NA,NA,NA,ST + STGR,HS,NA,NA,NA,NA,0.85,NA,NA,NA,NA,NA,NA,NA
Krolikowska 2015,#6330,Krolikowska 2015,knee er mvic 0,nm/kg,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,1166,5.52,40,0,0.475,0.09883941910609739,NA,NA,NA,NA,ST + STGR,HS,NA,NA,NA,NA,0.85,NA,NA,NA,NA,NA,NA,NA
Krolikowska 2015,#6330,Krolikowska 2015,knee ir isk con 60,nm/kg,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,1167,5.52,40,0,0.485,0.08760341873670784,NA,NA,NA,NA,ST + STGR,HS,NA,NA,NA,NA,0.85,NA,NA,NA,NA,NA,NA,NA
Krolikowska 2015,#6330,Krolikowska 2015,knee ir isk con 180,nm/kg,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,1168,5.52,40,0,0.4,0.2795509219242855,NA,NA,NA,NA,ST + STGR,HS,NA,NA,NA,NA,0.85,NA,NA,NA,NA,NA,NA,NA
Krolikowska 2015,#6330,Krolikowska 2015,knee er isk con 60,nm/kg,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,1169,5.52,40,0,0.465,0.3248076353782343,NA,NA,NA,NA,ST + STGR,HS,NA,NA,NA,NA,0.85,NA,NA,NA,NA,NA,NA,NA
Krolikowska 2015,#6330,Krolikowska 2015,knee er isk con 180,nm/kg,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,1170,5.52,40,0,0.39,0.26988601582605487,NA,NA,NA,NA,ST + STGR,HS,NA,NA,NA,NA,0.85,NA,NA,NA,NA,NA,NA,NA
Kyung 2015,#6203,Kyung 2015,single hop,cm,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,1183,26.850694444444443,144,0,123.40555555555557,15.558874326845446,152.59444444444446,17.14666791735994,0.8190625,0.14385249918224927,ST + ST/G,mixed,NA,NA,NA,NA,0.85,-0.21230758102052133,3.082064698247685e-5,0.005551634622566299,-38.242354811596016,0,-0.22318858493607688,-0.20142657710496578
Kyung 2015,#6203,Kyung 2015,quad isk con 60,lsi,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,1184,26.850694444444443,144,0,NA,NA,NA,NA,0.719298611111111,0.17196747455769013,ST + ST/G,mixed,NA,NA,NA,NA,0.85,-0.32947869300029026,3.9692795928795006e-4,0.019923050953304065,-16.53756213205132,1.9682814583077527e-61,-0.3685271553309226,-0.2904302306696579
Kyung 2015,#6203,Kyung 2015,hs isk con 60,lsi,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,1185,26.850694444444443,144,0,NA,NA,NA,NA,0.7823333333333333,0.15568742218488116,ST + ST/G,mixed,NA,NA,NA,NA,0.85,-0.24547437179922324,2.750178570910111e-4,0.01658366235458896,-14.802180999017784,1.4180878997680167e-49,-0.2779777527459903,-0.21297099085245616
Kyung 2015,#6203,Kyung 2015,quad isk con 180,lsi,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,1186,26.850694444444443,144,0,NA,NA,NA,NA,0.8220833333333333,0.16426894628409447,ST + ST/G,mixed,NA,NA,NA,NA,0.85,-0.19591351031342172,2.77278862343479e-4,0.01665169247684688,-11.765381241926429,5.885985518320319e-32,-0.22855022784967816,-0.16327679277716528
Kyung 2015,#6203,Kyung 2015,hs isk con 180,lsi,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,1187,26.850694444444443,144,0,NA,NA,NA,NA,0.8985416666666667,0.18220076051670894,ST + ST/G,mixed,NA,NA,NA,NA,0.85,-0.10698220024813915,2.855363720506544e-4,0.016897821517895567,-6.331123815862305,2.433819357256133e-10,-0.14010132184040042,-0.07386307865587789
Lentz 2015,#5867,Lentz 2015,quad isk con 60,ftlbs/lbs,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,1203,6,73,28,0.6752054794520548,0.22550627971695336,NA,NA,0.7804109589041096,0.17297590034584764,YRTS + NRTS-Other + NRTS-Fear/Confidence,mixed,NA,NA,NA,NA,0.85,-0.2479346276560869,6.729791678689423e-4,0.025941842029218787,-9.557325473527802,1.2083905709467058e-21,-0.29877970372598317,-0.19708955158619063
Lentz 2015,#5867,Lentz 2015,quad isk con 60,ftlbs/lbs,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,1204,12,73,28,0.7431506849315068,0.2129578512831482,NA,NA,0.8865753424657534,0.16387850494668801,YRTS + NRTS-Other + NRTS-Fear/Confidence,mixed,NA,NA,NA,NA,0.85,-0.12038916839815487,4.6804739175010433e-4,0.021634402967267305,-5.564709531402499,2.6258943769132596e-8,-0.16279181904102527,-0.07798651775528448
Mayer 2015,#5929,Mayer 2015,sebt composite,% leg length,1,NA,NA,NA,1.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,1209,6.5,98,NA,93.26597551020409,8.696436728114284,95.30966734693878,9.15646218229199,NA,NA,Cleared + Not cleared,mixed,NA,NA,NA,NA,0.85,-0.021675883726662494,2.7503874955618548e-5,0.005244413690358394,-4.13313765969923,3.5784424883007014e-5,-0.03195474567979374,-0.01139702177353125
Mohtadi 2015,#5264,Mohtadi 2015,single hop,lsi,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,1213,12,201,100,NA,NA,NA,NA,0.8971940298507463,0.1903536765186822,HT + DB,mixed,NA,NA,NA,NA,0.85,-0.10848313055935299,2.2395137387659208e-4,0.014965004974158615,-7.249120915541312,4.1948527933238846e-13,-0.13781400133716665,-0.07915225978153935
Mohtadi 2015,#5264,Mohtadi 2015,single hop,lsi,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,1214,24,203,100,NA,NA,NA,NA,0.9533596059113301,0.20874570901819106,HT + DB,mixed,NA,NA,NA,NA,0.85,-0.04776310556783272,2.3617046365914093e-4,0.015367838613778481,-3.107991095443267,0.0018836374338472774,-0.07788351577106249,-0.01764269536460295
Palmieri-Smith 2015,#4572,Palmieri-Smith 2015,quad isk con 60,lsi,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quad,1237,7.417272727272728,66,50,NA,NA,NA,NA,0.7145272727272727,0.217162645920556,High Quadriceps + Moderate Quadriceps + Low Quadriceps,PT,NA,NA,NA,NA,0.85,-0.33613411197361326,0.0013995508857492364,0.03741057184472374,-8.985003313201705,2.58726503876819e-19,-0.40945748543031996,-0.26281073851690656
Palmieri-Smith 2015,#4572,Palmieri-Smith 2015,single hop,lsi,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quad,1238,7.417272727272728,66,50,NA,NA,NA,NA,0.8397545454545455,0.10548965123405481,High Quadriceps + Moderate Quadriceps + Low Quadriceps,PT,NA,NA,NA,NA,0.85,-0.17464563763800095,2.3909530647920048e-4,0.015462706958330436,-11.294635415949063,1.3948166415975815e-29,-0.20495198637982548,-0.14433928889617642
Park 2015,#4495,Park 2015,quad isk con 60,nm/kg,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,1245,5.926,50,14,88.83200000000001,46.266722029412655,183.26,57.274152734270736,NA,NA,Isolated ACL Tear + Combined ACL Tear,not stated,NA,NA,NA,NA,0.85,-0.7241589640927825,0.001844470886270302,0.042947303597202724,-16.861569957559546,8.626682054671078e-64,-0.8083341323764073,-0.6399837958091577
Park 2015,#4495,Park 2015,hs isk con 60,nm/kg,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,1246,5.926,50,14,49.698,34.0988508394554,93.238,27.282684124939472,NA,NA,Isolated ACL Tear + Combined ACL Tear,not stated,NA,NA,NA,NA,0.85,-0.6291906730718693,0.004301577626262684,0.06558641342734549,-9.593308128807292,8.530509640205729e-22,-0.7577376812646206,-0.5006436648791179
Wang 2015a,#7740,Wang 2015a,quad isk con 60,lsi,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,57-80,LSI Range 57-80,hs,1250,24.104545454545452,88,27,NA,NA,NA,NA,0.8306818181818181,0.14258777052651933,More than 20% deficit + Less than 20% deficit,HS,NA,NA,NA,NA,0.85,-0.18550844772247377,3.3482083511477334e-4,0.018298110151454803,-10.138120613932625,3.742298863622219e-24,-0.22137208460447194,-0.1496448108404756
Wang 2015a,#7740,Wang 2015a,hs isk con 60,lsi,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,69-112,LSI Range 69-112,hs,1251,24.104545454545452,88,27,NA,NA,NA,NA,0.9004545454545455,0.09682067196901502,More than 20% deficit + Less than 20% deficit,HS,NA,NA,NA,NA,0.85,-0.10485559264785624,1.313802014211329e-4,0.011462120284708797,-9.14801014501133,5.799185343569279e-20,-0.12732093559235147,-0.08239024970336101
Gifstad 2014,#891,Gifstad 2014,quad isk con 60,lsi,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,1284,24,94,39,NA,NA,NA,NA,0.98,0.11448810803625165,EZLoc + Bone Mulch,HS,NA,NA,NA,NA,0.85,-0.020202707317519466,1.451913529127982e-4,0.012049537456383883,-1.676637579711909,0.09361337349179111,-0.04381936676239825,0.0034139521273593154
Gifstad 2014,#891,Gifstad 2014,hs isk con 60,lsi,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,1285,24,94,39,NA,NA,NA,NA,0.91,0.10646822939716685,EZLoc + Bone Mulch,HS,NA,NA,NA,NA,0.85,-0.09431067947124129,1.4562281602036633e-4,0.012067427895801421,-7.8153091351019786,5.482829969660982e-15,-0.11796240353304605,-0.07065895540943654
Jang 2014,#431,Jang 2014,quad isk con 60,lsi,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,1288,34.007462686567166,67,0,NA,NA,NA,NA,0.8798955223880597,0.16208902663476263,RTS + No RTS,HS,NA,NA,NA,NA,0.85,-0.12795210311722632,5.064892248257129e-4,0.02250531547936427,-5.685416995578181,1.3049385389531729e-8,-0.17206171091749206,-0.08384249531696059
Jang 2014,#431,Jang 2014,hs isk con 60,lsi,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,1289,34.007462686567166,67,0,NA,NA,NA,NA,0.8852388059701494,0.11464286965262625,RTS + No RTS,HS,NA,NA,NA,NA,0.85,-0.12189783311932559,2.5032164651618577e-4,0.015821556387289645,-7.704541205393234,1.3131420394725378e-14,-0.15290751381778295,-0.09088815242086823
Jang 2014,#431,Jang 2014,single hop,cm,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,1290,34.007462686567166,67,0,156.79253731343283,25.75239508386365,173.6044776119403,20.62188402788018,NA,NA,RTS + No RTS,HS,NA,NA,NA,NA,0.85,-0.10185608146977092,1.182015212073523e-4,0.010872052299697251,-9.368615847498015,7.348991723439318e-21,-0.1231649124152134,-0.08054725052432843
Koga 2014,#6418,Koga 2014,quad isk con 60,lsi,1,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,1294,3,137,81,NA,NA,NA,NA,0.737934306569343,0.18870410249832792,Control + Notchplasty,HS,NA,NA,NA,NA,0.85,-0.30390047383247343,4.7731679352346003e-4,0.021847580953585227,-13.910028505128519,5.505750307469924e-44,-0.34672094565082373,-0.2610800020141231
Koga 2014,#6418,Koga 2014,quad isk con 60,lsi,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,1295,6,137,81,NA,NA,NA,NA,0.8520000000000002,0.16960421054706784,Control + Notchplasty,HS,NA,NA,NA,NA,0.85,-0.1601687521528211,2.8925009000902764e-4,0.017007353997874793,-9.417617353812679,4.6143986842992065e-21,-0.19350255346097897,-0.1268349508446632
Koga 2014,#6418,Koga 2014,quad isk con 60,lsi,3,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,1296,9,137,81,NA,NA,NA,NA,0.8953576642335768,0.23573562077120727,Control + Notchplasty,HS,NA,NA,NA,NA,0.85,-0.11053201569403664,5.059839542275815e-4,0.02249408709478074,-4.91382536345221,8.931631413462534e-7,-0.1546196162649141,-0.06644441512315918
Koga 2014,#6418,Koga 2014,quad isk con 60,lsi,4,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,1297,12,137,81,NA,NA,NA,NA,0.9298686131386862,0.16307093447143178,Control + Notchplasty,HS,NA,NA,NA,NA,0.85,-0.07271197901021817,2.2448605873790905e-4,0.014982858830607364,-4.85301101961131,1.2160093111869835e-6,-0.10207784270365651,-0.04334611531677983
Koga 2014,#6418,Koga 2014,quad isk con 60,lsi,5,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,1298,24,137,81,NA,NA,NA,NA,0.9531386861313869,0.1343497784801777,Control + Notchplasty,HS,NA,NA,NA,NA,0.85,-0.0479948600696375,1.4502442358863403e-4,0.012042608670409996,-3.9854205499150783,6.736071401712948e-5,-0.07159793934355088,-0.02439178079572412
Koga 2014,#6418,Koga 2014,hs isk con 60,lsi,1,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,1299,3,137,81,NA,NA,NA,NA,0.7540948905109488,0.20746733914507232,Control + Notchplasty,HS,NA,NA,NA,NA,0.85,-0.282237069408546,5.524931660259371e-4,0.023505173175833807,-12.007444799373792,3.2472388789468904e-33,-0.3283063622835572,-0.23616777653353477
Koga 2014,#6418,Koga 2014,hs isk con 60,lsi,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,1300,6,137,81,NA,NA,NA,NA,0.8963284671532845,0.22438665124554966,Control + Notchplasty,HS,NA,NA,NA,NA,0.85,-0.10944834038092623,4.5744521359322547e-4,0.021387968898266742,-5.117285372048386,3.0996446417181227e-7,-0.15136798912399185,-0.0675286916378606
Koga 2014,#6418,Koga 2014,hs isk con 60,lsi,3,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,1301,9,137,81,NA,NA,NA,NA,0.913963503649635,0.2343781480967909,Control + Notchplasty,HS,NA,NA,NA,NA,0.85,-0.08996463868667486,4.80016274518213e-4,0.021909273710422558,-4.106235554667308,4.0215938327913105e-5,-0.1329060260865333,-0.04702325128681641
Koga 2014,#6418,Koga 2014,hs isk con 60,lsi,4,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,1302,12,137,81,NA,NA,NA,NA,0.9306788321167885,0.2063210103892422,Control + Notchplasty,HS,NA,NA,NA,NA,0.85,-0.07184103209469148,3.587291532124816e-4,0.018940146599550955,-3.793055756833198,1.488047271658987e-4,-0.10896303729172012,-0.03471902689766283
Koga 2014,#6418,Koga 2014,hs isk con 60,lsi,5,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,1303,24,137,81,NA,NA,NA,NA,0.9741605839416059,0.23166349307386763,Control + Notchplasty,HS,NA,NA,NA,NA,0.85,-0.026179118352664392,4.127941433970078e-4,0.02031733603101075,-1.288511363532438,0.1975680157726194,-0.06600036523524343,0.013642128529914643
Vermesan 2014,#7495,Vermesan 2014,triple hop,lsi,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,1340,12,71,13,NA,NA,NA,NA,0.9946971830985916,0.10083516035282672,Medial + Lateral,HS,NA,NA,NA,NA,0.85,-0.005316926738312927,1.4473843141448077e-4,0.01203072863190259,-0.44194552973406115,0.6585286227876552,-0.02889672156461684,0.018262868087990984
Inagaki 2013,#100,Inagaki 2013,quad isk con 60,lsi,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,1344,24,120,52,NA,NA,NA,NA,0.8698999999999999,0.15222459082034073,Group I + Group II,HS,NA,NA,NA,NA,0.85,-0.1393770164686421,2.5518181552506e-4,0.01597441127319126,-8.72501740972131,2.6613968490316174e-18,-0.17068628723832757,-0.1080677456989566
Inagaki 2013,#100,Inagaki 2013,hs isk con 60,lsi,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,1345,24,120,52,NA,NA,NA,NA,0.9295583333333335,0.16462250149113544,Group I + Group II,HS,NA,NA,NA,NA,0.85,-0.07304571603475826,2.613628456898522e-4,0.016166720313342847,-4.518276720261659,6.234497075872269e-6,-0.10473190559704235,-0.041359526472474185
Koutras 2013,#6806,Koutras 2013,single hop,lsi,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,1348,3,51,0,NA,NA,NA,NA,0.8205882352941177,0.1288629002421703,Anteromedial + Transtibial,HS,NA,NA,NA,NA,0.85,-0.19773383578884135,4.835429486603032e-4,0.021989610016103132,-8.99214836661676,2.4244414046332647e-19,-0.24083267945448472,-0.15463499212319798
Koutras 2013,#6806,Koutras 2013,single hop,lsi,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,1349,6,51,0,NA,NA,NA,NA,0.9158823529411765,0.10171875875350102,Anteromedial + Transtibial,HS,NA,NA,NA,NA,0.85,-0.08786735821030911,2.418535939721263e-4,0.015551642806215885,-5.650037060727059,1.6041324899108703e-8,-0.11834801801092366,-0.057386698409694556
Koutras 2013,#6806,Koutras 2013,triple hop,lsi,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,1350,3,51,0,NA,NA,NA,NA,0.8370588235294117,0.12344705938412723,Anteromedial + Transtibial,HS,NA,NA,NA,NA,0.85,-0.1778609319544551,4.2646104299624e-4,0.020650933223373708,-8.612730961385495,7.13403790006389e-18,-0.21833601731940921,-0.13738584658950098
Koutras 2013,#6806,Koutras 2013,triple hop,lsi,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,1351,6,51,0,NA,NA,NA,NA,0.91,0.08171903083125741,Anteromedial + Transtibial,HS,NA,NA,NA,NA,0.85,-0.09431067947124129,1.5812242056585944e-4,0.012574673775723147,-7.50004979479618,6.379359468567177e-14,-0.11895658718899896,-0.06966477175348362
Koutras 2013,#6806,Koutras 2013,hs isk con 60,lsi,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,1352,3,51,0,NA,NA,NA,NA,0.8870000000000001,0.17871541623486206,Anteromedial + Transtibial,HS,NA,NA,NA,NA,0.85,-0.11991029667255743,7.959881789056403e-4,0.02821326246476363,-4.250139338629019,2.1363757387841173e-5,-0.17520727498986988,-0.06461331835524496
Koutras 2013,#6806,Koutras 2013,hs isk con 60,lsi,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,1353,6,51,0,NA,NA,NA,NA,0.9709411764705881,0.12929182677411682,Anteromedial + Transtibial,HS,NA,NA,NA,NA,0.85,-0.029489392885723744,3.476851392437028e-4,0.018646317042346535,-1.5815130043510548,0.1137607879089384,-0.06603550273303838,0.007056716961590884
Koutras 2013,#6806,Koutras 2013,hs isk con 180,lsi,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,1354,3,51,0,NA,NA,NA,NA,0.9218235294117646,0.1543741825412984,Anteromedial + Transtibial,HS,NA,NA,NA,NA,0.85,-0.08140147351513723,5.498998322643285e-4,0.023449943118573412,-3.4712866083953777,5.179708309479554e-4,-0.127362517467054,-0.035440429563220466
Koutras 2013,#6806,Koutras 2013,hs isk con 180,lsi,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,1355,6,51,0,NA,NA,NA,NA,0.9545882352941176,0.11209124434505814,Anteromedial + Transtibial,HS,NA,NA,NA,NA,0.85,-0.0464751987120153,2.703591356648978e-4,0.016442601243869467,-2.826511330094034,0.004705807928219264,-0.07870210496215295,-0.014248292461877657
